comment_id,comment_text,account_age_days,posting_frequency_per_min,similarity_to_trending,engagement_rate,is_it_cell,cleaned_text,scaled_age,scaled_frequency,scaled_similarity
C0019,"Worst brand ever! Total scam, do not buy their products! SCAMMER!!",25,15.18,0.796,46.39,1,worst brand ever total scam do not buy their products scammer,0.012806830309498399,1.3804135347676065,0.796
C0020,Just finished reading this book. Highly recommend it to everyone.,30,0.75,0.159,10.5,0,just finished reading this book highly recommend it to everyone,0.015474919957310564,-0.8929937520875917,0.159
C0021,The customer service was really helpful and sorted my issue in 5 minutes.,836,0.05,0.128,13.79,0,the customer service was really helpful and sorted my issue in minutes,0.44557097118463185,-1.0032768498560352,0.128
C0022,Can someone explain how to solve the 3rd question in the ML assignment?,1391,0.34,0.069,9.49,0,can someone explain how to solve the rd question in the ml assignment,0.7417289220917823,-0.9575881379233944,0.069
C0023,This channel is biased and spreading fake propaganda. Ban them! #JOINNOW,80,14.01,0.939,36.8,1,this channel is biased and spreading fake propaganda ban them #joinnow,0.04215581643543223,1.1960832142117794,0.939
C0024,Just finished reading this book. Highly recommend it to everyone.,925,0.91,0.168,10.45,0,just finished reading this book highly recommend it to everyone,0.4930629669156884,-0.867786186883376,0.168
C0025,Beautiful weather today. Going out for a cup of coffee. haha,1069,0.42,0.113,18.37,0,beautiful weather today going out for a cup of coffee haha,0.5699039487726788,-0.9449843553212864,0.113
C0026,Don't listen to this fake news! The truth is hidden by mainstream media!,60,10.83,0.801,28.37,1,dont listen to this fake news the truth is hidden by mainstream media,0.03148345784418356,0.6950828557779937,0.801
C0027,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #ALERT,17,10.42,0.765,31.56,1,click here to earn daily working from home real link in bio #alert,0.008537886872998933,0.6304884699421911,0.765
C0028,"Worst brand ever! Total scam, do not buy their products! SCAMMER!!",12,11.34,1.0,33.27,1,worst brand ever total scam do not buy their products scammer,0.005869797225186767,0.775431969866431,1.0
C0029,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",903,0.48,0.0,11.87,0,wow that sunset is gorgeous thanks for sharing the photo,0.48132337246531487,-0.9355315183697057,0.0
C0030,This is completely fake! Stop spreading negative rumors immediately!,11,12.41,0.748,33.5,1,this is completely fake stop spreading negative rumors immediately,0.005336179295624333,0.9440075621696231,0.748
C0031,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,10,12.02,0.777,35.45,1,amazing offer get free crypto now click link below,0.0048025613660619,0.8825641219843474,0.777
C0032,Struggling with coding errors all day... need a break lol.,786,0.15,0.264,15.76,0,struggling with coding errors all day need a break lol,0.4188900747065102,-0.9875221216034004,0.264
C0033,What a great performance by the team. Very happy with the result.,1116,0.23,0.29,4.99,0,what a great performance by the team very happy with the result,0.5949839914621132,-0.9749183390012924,0.29
C0034,"I'm not sure if this is correct, but let's see how it goes.",1034,1.16,0.051,9.17,0,im not sure if this is correct but lets see how it goes,0.5512273212379937,-0.8283993662517891,0.051
C0035,Does anyone know if the local train is running on schedule today?,839,0.35,0.0,12.34,0,does anyone know if the local train is running on schedule today,0.44717182497331914,-0.9560126650981309,0.0
C0036,Follow my account for free premium tips and tricks. Guaranteed success!,32,14.15,0.69,40.64,1,follow my account for free premium tips and tricks guaranteed success,0.016542155816435433,1.2181398337654683,0.69
C0037,Just finished reading this book. Highly recommend it to everyone. !!,735,0.38,0.061,10.22,0,just finished reading this book highly recommend it to everyone,0.3916755602988261,-0.9512862466223404,0.061
C0038,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!! #MUSTWATCH,33,14.22,0.827,42.82,1,support #leader now share this message to groups now #mustwatch,0.017075773745997867,1.2291681435423127,0.827
C0039,This person is a traitor! Stop spreading lies about our great country!,23,10.7,0.775,26.28,1,this person is a traitor stop spreading lies about our great country,0.011739594450373533,0.6746017090495684,0.775
C0040,"Wow, that sunset is gorgeous! Thanks for sharing the photo. haha",1276,0.89,0.063,15.09,0,wow that sunset is gorgeous thanks for sharing the photo haha,0.6803628601921026,-0.870937132533903,0.063
C0041,Struggling with coding errors all day... need a break lol. haha,1286,0.57,0.235,12.87,0,struggling with coding errors all day need a break lol haha,0.6856990394877268,-0.9213522629423343,0.235
C0042,Can someone explain how to solve the 3rd question in the ML assignment?,313,0.81,0.283,15.67,0,can someone explain how to solve the rd question in the ml assignment,0.1664887940234792,-0.883540915136011,0.283
C0043,Struggling with coding errors all day... need a break lol. !!,418,0.27,0.037,15.85,0,struggling with coding errors all day need a break lol,0.2225186766275347,-0.9686164477002386,0.037
C0044,The customer service was really helpful and sorted my issue in 5 minutes.,1307,0.63,0.244,7.66,0,the customer service was really helpful and sorted my issue in minutes,0.6969050160085379,-0.9118994259907535,0.244
C0045,"Honestly, I think the movie was slightly overrated, but the acting was top tier. haha",858,0.09,0.073,16.39,0,honestly i think the movie was slightly overrated but the acting was top tier haha,0.4573105656350054,-0.9969749585549813,0.073
C0046,I absolutely love this new update! The UI looks clean and crisp.,704,0.86,0.204,25.67,0,i absolutely love this new update the ui looks clean and crisp,0.37513340448239063,-0.8756635510096934,0.204
C0047,"Honestly, I think the movie was slightly overrated, but the acting was top tier. 😊",837,0.08,0.147,7.18,0,honestly i think the movie was slightly overrated but the acting was top tier,0.44610458911419426,-0.9985504313802447,0.147
C0048,Can someone explain how to solve the 3rd question in the ML assignment?,1190,0.51,0.136,11.38,0,can someone explain how to solve the rd question in the ml assignment,0.6344717182497333,-0.9308050998939152,0.136
C0049,That match last night was insane! What a finish in the last minute.,1096,0.36,0.228,17.23,0,that match last night was insane what a finish in the last minute,0.5843116328708645,-0.9544371922728673,0.228
C0050,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #JOINNOW,12,10.63,0.826,27.24,1,click here to earn daily working from home real link in bio #joinnow,0.005869797225186767,0.6635733992727243,0.826
C0051,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",869,0.62,0.062,12.77,0,wow that sunset is gorgeous thanks for sharing the photo,0.46318036286019215,-0.913474898816017,0.062
C0052,Boycott this movie! It hurts community sentiments! #BoycottTrending #ALERT,29,16.23,0.806,46.74,1,boycott this movie it hurts community sentiments #boycotttrending #alert,0.014941302027748132,1.5458381814202717,0.806
C0053,Beautiful weather today. Going out for a cup of coffee.,1226,0.21,0.288,16.53,0,beautiful weather today going out for a cup of coffee,0.6536819637139808,-0.9780692846518195,0.288
C0054,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,50,9.58,0.862,38.01,1,support this leader for better future do not trust the opposition #victory,0.026147278548559232,0.498148752620059,0.862
C0055,The customer service was really helpful and sorted my issue in 5 minutes.,1028,0.84,0.245,15.26,0,the customer service was really helpful and sorted my issue in minutes,0.5480256136606191,-0.8788144966602205,0.245
C0056,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",673,0.73,0.073,10.82,0,wow that sunset is gorgeous thanks for sharing the photo,0.3585912486659552,-0.8961446977381188,0.073
C0057,"Honestly, I think the movie was slightly overrated, but the acting was top tier. haha",605,0.52,0.381,2.66,0,honestly i think the movie was slightly overrated but the acting was top tier haha,0.3223052294557098,-0.9292296270686516,0.381
C0058,Struggling with coding errors all day... need a break lol.,1074,0.05,0.103,17.44,0,struggling with coding errors all day need a break lol,0.572572038420491,-1.0032768498560352,0.103
C0059,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!!,5,18.24,0.815,52.0,1,click here to earn daily working from home real link in bio,0.0021344717182497333,1.8625082192982305,0.815
C0060,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #ALERT,3,6.92,0.805,20.2,1,click here to earn daily working from home real link in bio #alert,0.0010672358591248669,0.07907298109997395,0.805
C0061,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1657,0.69,0.0,12.93,0,honestly i think the movie was slightly overrated but the acting was top tier,0.8836712913553896,-0.9024465890391725,0.0
C0062,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,48,10.22,0.6,25.83,1,amazing offer get free crypto now click link below,0.025080042689434368,0.5989790134369216,0.6
C0063,Earn passive income easily. Sign up using code BOT999. Real cash! #JOINNOW,6,18.65,0.743,49.37,1,earn passive income easily sign up using code bot real cash #joinnow,0.002668089647812167,1.927102605134033,0.743
C0064,I absolutely love this new update! The UI looks clean and crisp.,1506,0.62,0.024,16.59,0,i absolutely love this new update the ui looks clean and crisp,0.8030949839914622,-0.913474898816017,0.024
C0065,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!! #MUSTWATCH,93,13.51,0.998,30.14,1,support #leader now share this message to groups now #mustwatch,0.04909284951974387,1.1173095729486056,0.998
C0066,Beautiful weather today. Going out for a cup of coffee.,1537,0.28,0.022,10.81,0,beautiful weather today going out for a cup of coffee,0.8196371398078977,-0.9670409748749751,0.022
C0067,Does anyone know if the local train is running on schedule today?,1548,0.49,0.057,5.53,0,does anyone know if the local train is running on schedule today,0.8255069370330844,-0.9339560455444421,0.057
C0068,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #MUSTWATCH,18,11.58,0.996,28.76,1,click here to earn daily working from home real link in bio #mustwatch,0.009071504802561366,0.8132433176727545,0.996
C0069,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!! #JOINNOW,31,11.49,0.744,32.35,1,support #leader now share this message to groups now #joinnow,0.016008537886873,0.7990640622453833,0.744
C0070,I absolutely love this new update! The UI looks clean and crisp.,1739,0.62,0.241,10.99,0,i absolutely love this new update the ui looks clean and crisp,0.9274279615795091,-0.913474898816017,0.241
C0071,"Honestly, I think the movie was slightly overrated, but the acting was top tier. 👍",824,0.69,0.163,2.51,0,honestly i think the movie was slightly overrated but the acting was top tier,0.43916755602988267,-0.9024465890391725,0.163
C0072,Does anyone know if the local train is running on schedule today?,1312,0.32,0.361,15.43,0,does anyone know if the local train is running on schedule today,0.6995731056563501,-0.9607390835739212,0.361
C0073,What a great performance by the team. Very happy with the result.,828,0.63,0.139,9.57,0,what a great performance by the team very happy with the result,0.4413020277481324,-0.9118994259907535,0.139
C0074,Can someone explain how to solve the 3rd question in the ML assignment?,883,0.77,0.104,8.89,0,can someone explain how to solve the rd question in the ml assignment,0.4706510138740662,-0.8898428064370647,0.104
C0075,Don't listen to this fake news! The truth is hidden by mainstream media! #ALERT,36,10.58,0.908,30.57,1,dont listen to this fake news the truth is hidden by mainstream media #alert,0.018676627534685165,0.6556960351464067,0.908
C0076,This person is a traitor! Stop spreading lies about our great country! #JOINNOW,40,9.48,0.905,28.36,1,this person is a traitor stop spreading lies about our great country #joinnow,0.0208110992529349,0.4823940243674243,0.905
C0077,"Worst brand ever! Total scam, do not buy their products! SCAMMER!!",50,9.16,0.797,25.75,1,worst brand ever total scam do not buy their products scammer,0.026147278548559232,0.43197889395899297,0.797
C0078,I absolutely love this new update! The UI looks clean and crisp.,1311,0.32,0.205,10.99,0,i absolutely love this new update the ui looks clean and crisp,0.6990394877267877,-0.9607390835739212,0.205
C0079,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",712,0.83,0.233,16.07,0,wow that sunset is gorgeous thanks for sharing the photo,0.3794023479188901,-0.8803899694854839,0.233
C0080,The customer service was really helpful and sorted my issue in 5 minutes.,1322,0.51,0.218,10.45,0,the customer service was really helpful and sorted my issue in minutes,0.7049092849519745,-0.9308050998939152,0.218
C0081,I absolutely love this new update! The UI looks clean and crisp. 😊,929,0.46,0.16,14.98,0,i absolutely love this new update the ui looks clean and crisp,0.49519743863393817,-0.9386824640202326,0.16
C0082,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",472,1.13,0.049,5.93,0,honestly i think the movie was slightly overrated but the acting was top tier,0.25133404482390614,-0.8331257847275796,0.049
C0083,Does anyone know if the local train is running on schedule today?,1263,0.74,0.212,15.14,0,does anyone know if the local train is running on schedule today,0.6734258271077909,-0.8945692249128552,0.212
C0084,The customer service was really helpful and sorted my issue in 5 minutes.,795,0.23,0.158,8.61,0,the customer service was really helpful and sorted my issue in minutes,0.42369263607257207,-0.9749183390012924,0.158
C0085,Does anyone know if the local train is running on schedule today?,1190,0.46,0.067,10.39,0,does anyone know if the local train is running on schedule today,0.6344717182497333,-0.9386824640202326,0.067
C0086,This channel is biased and spreading fake propaganda. Ban them!,5,14.46,0.963,39.6,1,this channel is biased and spreading fake propaganda ban them,0.0021344717182497333,1.2669794913486363,0.963
C0087,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!!,52,12.82,0.743,35.15,1,click here to earn daily working from home real link in bio,0.0272145144076841,1.0086019480054258,0.743
C0088,Just finished reading this book. Highly recommend it to everyone.,220,0.08,0.078,10.93,0,just finished reading this book highly recommend it to everyone,0.1168623265741729,-0.9985504313802447,0.078
C0089,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #MUSTWATCH,46,3.85,0.988,11.42,1,amazing offer get free crypto now click link below #mustwatch,0.0240128068303095,-0.4045971762559136,0.988
C0090,"This recipe looks delicious, definitely trying it out this Sunday!",798,0.3,0.145,18.36,0,this recipe looks delicious definitely trying it out this sunday,0.42529348986125937,-0.9638900292244482,0.145
C0091,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1108,0.65,0.159,4.77,0,honestly i think the movie was slightly overrated but the acting was top tier,0.5907150480256137,-0.9087484803402265,0.159
C0092,"Worst brand ever! Total scam, do not buy their products! SCAMMER!! #MUSTWATCH",61,8.62,0.827,23.54,1,worst brand ever total scam do not buy their products scammer #mustwatch,0.032017075773746,0.346903361394765,0.827
C0093,"I don't agree with your opinion, but I appreciate the respectful debate here.",839,0.27,0.152,14.49,0,i dont agree with your opinion but i appreciate the respectful debate here,0.44717182497331914,-0.9686164477002386,0.152
C0094,Earn passive income easily. Sign up using code BOT999. Real cash!,30,10.27,1.0,32.78,1,earn passive income easily sign up using code bot real cash,0.015474919957310564,0.6068563775632388,1.0
C0095,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #JOINNOW,70,19.26,1.0,47.23,1,the truth has been exposed watch this video before it gets deleted #joinnow,0.0368196371398079,2.0232064474751055,1.0
C0096,Just finished reading this book. Highly recommend it to everyone. haha,464,0.32,0.0,9.37,0,just finished reading this book highly recommend it to everyone haha,0.24706510138740662,-0.9607390835739212,0.0
C0097,"Haha that is so funny, thanks for making my day!",496,0.55,0.184,21.38,0,haha that is so funny thanks for making my day,0.2641408751334045,-0.9245032085928613,0.184
C0098,"Haha that is so funny, thanks for making my day!",1180,0.33,0.06,14.46,0,haha that is so funny thanks for making my day,0.6291355389541089,-0.9591636107486577,0.06
C0099,That match last night was insane! What a finish in the last minute.,271,1.05,0.268,9.65,0,that match last night was insane what a finish in the last minute,0.144076840981857,-0.8457295673296874,0.268
C0100,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",114,0.91,0.139,18.19,0,wow that sunset is gorgeous thanks for sharing the photo,0.06029882604055497,-0.867786186883376,0.139
C0101,Follow my account for free premium tips and tricks. Guaranteed success!,17,11.57,0.793,33.85,1,follow my account for free premium tips and tricks guaranteed success,0.008537886872998933,0.8116678448474911,0.793
C0102,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",920,0.95,0.181,10.43,0,honestly i think the movie was slightly overrated but the acting was top tier,0.49039487726787623,-0.8614842955823221,0.181
C0103,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,5,5.6,0.814,20.29,1,support this leader for better future do not trust the opposition #victory,0.0021344717182497333,-0.12888943183480514,0.814
C0104,Just finished reading this book. Highly recommend it to everyone. 👍,1084,0.16,0.0,18.39,0,just finished reading this book highly recommend it to everyone,0.5779082177161153,-0.9859466487781369,0.0
C0105,Follow my account for free premium tips and tricks. Guaranteed success! #JOINNOW,4,12.97,1.0,37.57,1,follow my account for free premium tips and tricks guaranteed success #joinnow,0.0016008537886873,1.032234040384378,1.0
C0106,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1420,0.55,0.265,17.13,0,honestly i think the movie was slightly overrated but the acting was top tier,0.757203842049093,-0.9245032085928613,0.265
C0107,Struggling with coding errors all day... need a break lol.,866,0.19,0.123,19.45,0,struggling with coding errors all day need a break lol,0.46157950907150486,-0.9812202303023464,0.123
C0108,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,8,15.51,0.927,38.1,1,the truth has been exposed watch this video before it gets deleted,0.0037353255069370334,1.432404138001301,0.927
C0109,"Worst brand ever! Total scam, do not buy their products! SCAMMER!!",15,15.54,0.784,43.7,1,worst brand ever total scam do not buy their products scammer,0.007470651013874066,1.4371305564770915,0.784
C0110,This channel is biased and spreading fake propaganda. Ban them! #MUSTWATCH,46,3.32,0.995,6.86,1,this channel is biased and spreading fake propaganda ban them #mustwatch,0.0240128068303095,-0.488097235994878,0.995
C0111,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #JOINNOW,60,11.94,0.896,31.01,1,click here to earn daily working from home real link in bio #joinnow,0.03148345784418356,0.8699603393822396,0.896
C0112,"I don't agree with your opinion, but I appreciate the respectful debate here. ...",134,0.5,0.19,17.61,0,i dont agree with your opinion but i appreciate the respectful debate here,0.07097118463180364,-0.9323805727191786,0.19
C0113,"Haha that is so funny, thanks for making my day! 👍",223,0.46,0.142,6.49,0,haha that is so funny thanks for making my day,0.1184631803628602,-0.9386824640202326,0.142
C0114,"Haha that is so funny, thanks for making my day!",995,0.72,0.121,22.28,0,haha that is so funny thanks for making my day,0.5304162219850588,-0.8977201705633822,0.121
C0115,"Wow, that sunset is gorgeous! Thanks for sharing the photo. ...",672,0.37,0.102,7.92,0,wow that sunset is gorgeous thanks for sharing the photo,0.3580576307363928,-0.9528617194476039,0.102
C0116,That match last night was insane! What a finish in the last minute.,576,0.07,0.131,12.29,0,that match last night was insane what a finish in the last minute,0.3068303094983992,-1.0001259042055082,0.131
C0117,Does anyone know if the local train is running on schedule today? ...,30,0.47,0.154,14.57,0,does anyone know if the local train is running on schedule today,0.015474919957310564,-0.9371069911949691,0.154
C0118,Beautiful weather today. Going out for a cup of coffee. ...,1281,0.76,0.088,8.32,0,beautiful weather today going out for a cup of coffee,0.6830309498399146,-0.8914182792623283,0.088
C0119,Don't listen to this fake news! The truth is hidden by mainstream media! #MUSTWATCH,8,14.32,0.767,33.49,1,dont listen to this fake news the truth is hidden by mainstream media #mustwatch,0.0037353255069370334,1.2449228717949474,0.767
C0120,I absolutely love this new update! The UI looks clean and crisp.,193,0.91,0.314,10.75,0,i absolutely love this new update the ui looks clean and crisp,0.1024546424759872,-0.867786186883376,0.314
C0121,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,2,15.41,0.681,43.51,1,amazing offer get free crypto now click link below,0.0005336179295624333,1.4166494097486666,0.681
C0122,"I'm not sure if this is correct, but let's see how it goes.",1187,0.21,0.158,19.62,0,im not sure if this is correct but lets see how it goes,0.6328708644610459,-0.9780692846518195,0.158
C0123,Unbelievable development! Best leader of all time! Truly visionary leadership! #JOINNOW,9,2.17,0.709,5.71,1,unbelievable development best leader of all time truly visionary leadership #joinnow,0.004268943436499467,-0.6692766109001779,0.709
C0124,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,1,7.75,0.721,22.01,1,support this leader for better future do not trust the opposition #victory,0.0,0.2098372255968426,0.721
C0125,"Worst brand ever! Total scam, do not buy their products! SCAMMER!!",67,10.6,1.0,30.79,1,worst brand ever total scam do not buy their products scammer,0.0352187833511206,0.6588469807969336,1.0
C0126,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,47,8.5,0.8,31.02,1,support this leader for better future do not trust the opposition #victory,0.024546424759871933,0.3279976874916034,0.8
C0127,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #ALERT,42,16.06,0.676,42.48,1,amazing offer get free crypto now click link below #alert,0.021878335112059766,1.5190551433907924,0.676
C0128,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #MUSTWATCH,11,17.58,0.643,42.66,1,the truth has been exposed watch this video before it gets deleted #mustwatch,0.005336179295624333,1.758527012830841,0.643
C0129,This channel is biased and spreading fake propaganda. Ban them!,130,15.77,0.632,39.61,1,this channel is biased and spreading fake propaganda ban them,0.06883671291355391,1.4733664314581516,0.632
C0130,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026 #MUSTWATCH,4,10.17,0.725,29.08,1,support this leader for better future do not trust the opposition #victory #mustwatch,0.0016008537886873,0.5911016493106042,0.725
C0131,"I don't agree with your opinion, but I appreciate the respectful debate here.",634,0.25,0.095,1.0,0,i dont agree with your opinion but i appreciate the respectful debate here,0.3377801494130203,-0.9717673933507656,0.095
C0132,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,122,14.74,0.771,33.03,1,the truth has been exposed watch this video before it gets deleted,0.06456776947705443,1.3110927304560134,0.771
C0133,"Wow, that sunset is gorgeous! Thanks for sharing the photo. !!",569,0.73,0.2,7.11,0,wow that sunset is gorgeous thanks for sharing the photo,0.3030949839914622,-0.8961446977381188,0.2
C0134,Unbelievable development! Best leader of all time! Truly visionary leadership!,80,20.17,0.994,54.22,1,unbelievable development best leader of all time truly visionary leadership,0.04215581643543223,2.166574474574082,0.994
C0135,This is completely fake! Stop spreading negative rumors immediately!,7,8.95,0.708,21.61,1,this is completely fake stop spreading negative rumors immediately,0.0032017075773746,0.3988939646284598,0.708
C0136,Beautiful weather today. Going out for a cup of coffee.,148,0.51,0.176,7.48,0,beautiful weather today going out for a cup of coffee,0.07844183564567771,-0.9308050998939152,0.176
C0137,Unbelievable development! Best leader of all time! Truly visionary leadership! #MUSTWATCH,11,7.44,0.832,31.4,1,unbelievable development best leader of all time truly visionary leadership #mustwatch,0.005336179295624333,0.16099756801367485,0.832
C0138,This person is a traitor! Stop spreading lies about our great country!,2,5.56,0.697,17.65,1,this person is a traitor stop spreading lies about our great country,0.0005336179295624333,-0.13519132313585905,0.697
C0139,That match last night was insane! What a finish in the last minute.,1202,0.33,0.234,6.35,0,that match last night was insane what a finish in the last minute,0.6408751334044824,-0.9591636107486577,0.234
C0140,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,43,9.11,1.0,20.31,1,support #leader now share this message to groups now,0.0224119530416222,0.42410152983267546,1.0
C0141,Boycott this movie! It hurts community sentiments! #BoycottTrending,80,7.87,0.845,18.86,1,boycott this movie it hurts community sentiments #boycotttrending,0.04215581643543223,0.22874289950000434,0.845
C0142,Struggling with coding errors all day... need a break lol.,834,0.45,0.267,13.27,0,struggling with coding errors all day need a break lol,0.44450373532550697,-0.940257936845496,0.267
C0143,Just finished reading this book. Highly recommend it to everyone.,935,0.38,0.101,9.84,0,just finished reading this book highly recommend it to everyone,0.49839914621131276,-0.9512862466223404,0.101
C0144,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign #MUSTWATCH,6,14.17,0.924,33.5,1,this is the best government in history clean sweep in next elections #propagandacampaign #mustwatch,0.002668089647812167,1.2212907794159953,0.924
C0145,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #MUSTWATCH,63,13.44,0.944,34.23,1,click here to earn daily working from home real link in bio #mustwatch,0.033084311632870865,1.1062812631717613,0.944
C0146,I absolutely love this new update! The UI looks clean and crisp.,30,0.2,0.0,10.24,0,i absolutely love this new update the ui looks clean and crisp,0.015474919957310564,-0.9796447574770829,0.0
C0147,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #MUSTWATCH,42,5.68,0.802,16.38,1,the truth has been exposed watch this video before it gets deleted #mustwatch,0.021878335112059766,-0.11628564923269731,0.802
